Region	log2FC.delta_RBR_plus__VS__WT_plus	FDR.delta_RBR_plus__VS__WT_plus	log2FC.delta_Z1_plus__VS__WT_plus	FDR.delta_Z1_plus__VS__WT_plus	log2FC.delta_Z10_plus__VS__WT_plus	FDR.delta_Z10_plus__VS__WT_plus
chr19:4204614-4205145	-0.199733369878134	0.60583808822971	-0.0451647449137424	0.8668097085764241	0.181384708151862	0.362853366735936
chr19:4208062-4208434	0.3848879689992871	0.528768690397835	0.956906381173065	0.00320240273670062	0.85740620460767	0.007384234428082859
chr19:4208730-4209064	0.643017632535855	0.2435787008547189	0.657698771666135	0.0929140406308397	0.212181999324307	0.612743763516903
chr19:4233355-4233728	-0.133779022063865	0.7125014529434459	-0.326041078539579	0.101708828516974	0.128480391574289	0.48085719259679
chr19:4246718-4246981	0.353661630717482	0.546955149392305	-0.348406248618408	0.4037138254916161	0.37024402031295	0.266365835218484
chr19:4267081-4267326	0.133644737816379	0.879418423410043	0.625921281771923	0.0889304101549255	1.04119173980777	0.00293552145912348
chr19:4267529-4267994	0.169733982128657	0.630941906348497	-0.212387577475685	0.343037534480836	-0.103720950045783	0.6207411602771721
chr19:4352605-4353000	-0.138039206163137	0.70827568516529	-0.138233663141222	0.5276973344025561	-0.8503417469870491	1.01528842220712e-4
chr19:4363186-4363451	-0.2202505389811749	0.7114442470085091	0.303103507511659	0.328034898810408	-1.33754573642066	6.14470078108596e-4
chr19:4369928-4370271	0.2449171161376011	0.400298841964724	-0.487377508262885	0.0201609007164581	0.8417502720218251	1.772459103300931e-5
chr19:4375716-4376056	0.312354672587777	0.417953355299766	-0.509056291028552	0.0694041809684668	-0.214484756132333	0.413438260973356
chr19:4400442-4400942	-0.206086204378063	0.262962518900835	-0.00996864839765524	0.952161717738847	0.0768728815249921	0.54189188374757
chr19:4428024-4428234	-0.0509992981161817	0.95199117138458	-0.339654707750834	0.330138000695697	0.390837821907302	0.163491473223817
chr19:4523304-4523693	0.1686051645828389	0.698744069783235	-0.08095549825674901	0.777982693193732	0.897306570121869	1.547008087015589e-5
chr19:4525147-4525500	-0.126160640902223	0.7808147809059741	-0.779175516954006	8.11558178710858e-4	0.32608415598773	0.0863654496656733
chr19:4547496-4547775	-0.0103844970872433	0.9912315130375228	-0.6583918263694319	0.06194220144104901	0.773779317610555	0.005272800278520179
chr19:4558306-4558715	-0.4106739775274521	0.031857193611701	-0.883505037684453	9.58089102983254e-8	-2.10320625188246	6.70350735306991e-12
chr19:4567540-4567942	0.366718523891527	0.0835559935103917	-0.8554040881251679	9.61484504626627e-6	-0.7115269730533481	2.32690640799818e-4
chr19:4576012-4576414	-0.399774961447367	0.142926520471572	-0.107833849768024	0.6343074835924499	-0.397670609934786	0.0433019328334582
chr19:4589637-4589978	0.404074648195442	0.324400059240469	0.64803600044341	0.0136288488506217	-0.007262745426461091	0.983566658245807
chr19:4624806-4625028	0.0344996057830871	0.973036079922923	-1.20598992808833	0.00933897448481664	0.244738836301566	0.501950688498438
chr19:4633231-4633575	-0.207296447309884	0.6267078998688289	-0.5761442712158641	0.0195401550029952	-0.0327870113347771	0.898767384891205
chr19:4636185-4636666	-0.107648199217906	0.641059689719679	-0.227985590476264	0.0960182188227039	0.0873915847790128	0.499915323906801
chr19:4648207-4648488	0.4129267298942971	0.372649183625783	0.63816245782027	0.0270323759893071	0.924521104682201	6.81868074692158e-4
chr19:4660481-4660800	0.0145356639114968	0.9867929222584	-0.443905721877634	0.15426972104581	0.163088221142913	0.5682123945585351
chr19:4677183-4677484	0.333543081720558	0.52144333634921	-1.12424142642552	0.00358001803678332	0.7149734432594491	0.0106320319684149
chr19:4732629-4733011	0.311064908344147	0.355329178260891	-0.419461824715024	0.093106404105593	0.0888482158368819	0.7097896352995491
chr19:4791083-4791467	-0.0682291882993448	0.8373856110513629	0.13994723609281	0.3966765036996111	0.471018714645835	6.08598701313288e-4
chr19:4803885-4804342	-0.142478416288026	0.653887060049714	-0.21609739229681	0.243507463774999	-1.2399531768562	5.74003034229172e-8
chr19:4809587-4809971	-0.281131909576068	0.180582068148796	-0.0877465313550587	0.617390340648561	0.4570803083912221	7.83342951948196e-4
chr19:4811655-4812066	-0.0304349067340931	0.9390272415061808	-0.6095175143923679	1.50511823804776e-4	0.199730808277278	0.165251336253928
chr19:4829424-4829661	0.395971724604652	0.5885202228021321	0.685728581306785	0.0889039468234182	0.228730432454662	0.630568083851172
chr19:4851602-4852016	-0.0971032049332868	0.7637613466777929	-0.0809843851416215	0.6746273763486059	0.387236165496749	0.007768187605516241
chr19:4872585-4873010	-0.128544637812329	0.674739331623697	-0.459086351572619	0.00666633236948938	0.560982968376597	1.47024886366774e-4
chr19:4911882-4912274	-0.375457608144253	0.376436820427461	-0.625238784224696	0.0285434951384109	-0.180471034973521	0.518401761944387
chr19:4976480-4976821	0.0713470519999879	0.9005339104814839	0.0455910684247816	0.879675213587577	-0.512461068468298	0.0375555403379744
chr19:5001549-5001890	0.253511468127639	0.6184046593947039	0.526180005271492	0.0519469640185238	0.6335776861135141	0.0121658443436483
chr19:5029696-5030046	-0.0639202259691252	0.905551368475298	-0.2783085011844471	0.253266848509435	0.25363426026574	0.21952149793346
chr19:5031588-5031988	-0.213947873489228	0.362697372400977	0.1950706067142789	0.212467999984134	0.116462130240616	0.4424131371563561
chr19:5032643-5032876	0.6348511635196661	0.18536286695117	0.8038655211639291	0.0167114640892647	0.385455468071546	0.269393374842312
chr19:5038946-5039227	-0.326224119127591	0.5211603572968571	0.0194751828841238	0.95782991178498	-1.84392998737798	1.9895175523157e-5
chr19:5048161-5048648	-0.0190721359049366	0.9503305512883292	-0.0677434134736476	0.621382741224834	0.218837530280023	0.0375732184078169
chr19:5052500-5052845	0.3668829791476061	0.344572193083674	-0.4050221194572271	0.167941012554852	0.17836427356736	0.4970904977684961
chr19:5131056-5131438	0.4151262346225421	0.246447951366152	0.7048571593122279	0.00319724454684593	0.728103220981616	0.00303427192894047
chr19:5139252-5139454	0.858360663280582	0.155102188131222	1.39064065576189	5.32471802487497e-4	0.068994640994395	0.9031831324452728
chr19:5151056-5151280	0.304579142878798	0.7138068868467259	0.878698512624245	0.0262790340845898	0.197080440055416	0.663472935317979
chr19:5154196-5154480	-0.0863966536650447	0.8964011925249309	-1.33981410526331	5.596902483218101e-5	0.4197353483153761	0.0964388286613424
chr19:5170415-5170795	0.384951556633294	0.181628066061657	-0.526664516596329	0.0303380386067151	0.028364530661949	0.912713216291557
chr19:5369900-5370246	-0.0493131761061686	0.9457419090296378	-0.397829528961328	0.1792078735745161	-0.579135713060167	0.0367611107539261
chr19:5377542-5377879	0.313585092974198	0.541777819952552	-0.4602884120182221	0.185508260378592	0.202873590839265	0.508081671724863
chr19:5523160-5523390	0.619288661048466	0.249431607372657	0.370672001531555	0.376927504736376	0.468124466470801	0.204223593796097
chr19:5535000-5535200	0.261176069625898	0.697634802636545	0.102822720841437	0.8177544895616491	0.211078684761438	0.561956954266832
chr19:5561629-5561939	-0.107982268607806	0.893361757251028	0.124725558496052	0.749335541417053	-1.32955055474347	0.0018146578660811
chr19:5578195-5578636	0.092853763346976	0.725411712937109	-0.271246460027424	0.0646642608115325	0.50428878425433	8.46721904263078e-5
chr19:5687090-5687491	-0.0817353820235695	0.8177726782598209	-2.03160636971311	4.28868327639928e-17	0.2254718346166989	0.150741396052143
chr19:5690026-5690427	-0.0453634164528452	0.871774815241571	-0.19411802749588	0.151187748576989	0.377978771698637	9.578414875341141e-4
chr19:5720523-5720909	0.05526959122623	0.8509176107539742	0.241008900190319	0.0775826910343755	-0.020266201671553	0.8951962304179899
chr19:5794121-5794493	0.465677804593013	0.141813455764895	-0.6207792139969279	0.0240703975123101	-0.680094282381011	0.0115741084880384
chr19:5803956-5804437	0.0939801730572978	0.672992526004072	-0.367689297368319	0.00423648076631773	0.543644399906693	6.96898094644011e-6
chr19:5805829-5806199	0.140557899344341	0.7716800662345991	0.5196223531274969	0.0179991084739577	0.588511533657287	0.00483016512217717
chr19:5892569-5892896	0.46808504871625	0.197312762056479	0.123969247377934	0.700698400789904	0.9441575129325748	8.67338462823418e-5
chr19:5967886-5968360	-6.740900015406888e-4	0.999240617187825	0.227492445918356	0.308583756539582	-0.358774954076463	0.100717919045034
chr19:5987341-5987763	0.0598026980809411	0.906751163793818	-0.0665007874902535	0.80011056613126	0.317365881710425	0.0955494815857977
chr19:6022295-6022697	-0.182599760447129	0.5893651620838729	-0.429452984708398	0.032837450304308	0.321499489402108	0.0570056383644447
chr19:6047892-6048260	0.382648556007994	0.477642971693507	0.3819769347697229	0.284539199191654	-0.2894528379003	0.453293230380308
chr19:6048799-6049185	-0.0914939586842616	0.823305392732757	-0.394105504448079	0.0532944195480142	0.409447792282834	0.0155540614239731
chr19:6125532-6125957	-0.302133155847978	0.269217715889155	0.0311883453868857	0.895799060085223	-2.01208562871912	5.84853302265037e-10
chr19:6126346-6126693	0.6206898881109549	0.120361614413853	-1.05922558821963	0.00685744951654247	0.33015546368965	0.290180977303685
chr19:6165945-6166350	-0.485457521931772	0.0591185811240532	-1.09566083755557	6.20493290270035e-7	-0.289029905229267	0.146391136960864
chr19:6218450-6218882	0.00914584906825641	0.982975528643657	0.149029215750961	0.360106612902559	0.149219054156397	0.307951596432556
chr19:6260901-6261261	0.308485343941937	0.460076040702856	-0.188058559786584	0.542360386570797	-1.48150094926399	2.91518276801941e-5
chr19:6271288-6271489	0.3655556091864771	0.6707219887006359	1.01008736257116	0.0142333990088465	1.02281004052167	0.011721526622869
chr19:6280095-6280467	0.169660270590451	0.501548502047388	0.544159888704677	1.83400554338739e-4	0.452890377342937	0.00334816985304994
chr19:6299841-6300145	-0.391497198992062	0.4927486643197141	-0.320437173998126	0.383581788731084	0.3081126462508369	0.312625427543772
chr19:6412430-6412788	-0.196856030542541	0.666561046994759	0.0461296280782535	0.877632451625343	-0.134384844632471	0.585027023121145
chr19:6426327-6426621	0.2464726090976889	0.678188996116588	0.505757411649092	0.0986448532227725	0.793749578497203	0.004228433528458911
chr19:6460433-6460822	0.252691449172773	0.49802140133759	0.319891897805787	0.160714382500663	-1.72089225977229	3.676977558566021e-7
chr19:6504839-6505085	0.205978250938908	0.7558066731370451	-1.28495484483324	0.00245754068838196	-0.347955186504746	0.348629764267448
chr19:6516852-6517266	0.0518038020413716	0.866600598217578	-0.0948299165728368	0.558939754684987	0.544644066262434	4.3009303347405e-5
chr19:6551916-6552325	0.037507082618489	0.9554393759034252	0.3602938940985321	0.141137084759909	-0.369709641377503	0.150769332385338
chr19:6632025-6632406	0.0231587171390688	0.9734736497691228	0.0256599214389177	0.9385956372259208	0.109708958700009	0.690917097548293
chr19:6633195-6633604	-0.0809031811716928	0.853439529747359	-0.0480334336765374	0.844193707140504	-0.3114910309755011	0.10787304678143
chr19:6674810-6675105	0.460727726423201	0.329798976385722	0.0184204405243906	0.9665778059572612	0.398628593749537	0.212833049393533
chr19:6736555-6736919	0.4129266133261579	0.168645170412513	0.157693077019251	0.543540727864123	0.671208637380874	0.00146192182554257
chr19:6738491-6738822	-0.134327547543594	0.808634061291751	0.151780034369294	0.597053727130299	0.268832350282413	0.266277657074317
chr19:6753328-6753784	0.700823258987828	7.99442645588096e-4	0.133677145790971	0.5702770556338249	0.6567242222795601	5.32422865628899e-4
chr19:6802580-6802794	0.354700464398389	0.565697895133659	-0.631372376624682	0.142657155182015	-0.0237565974965393	0.956459498991479
chr19:6862770-6863148	-0.133472345270381	0.67640742545185	-0.35165592538048	0.0479022222863225	-1.17602292494282	1.05119730549934e-7
chr19:6863600-6863970	0.0586026662134163	0.931344977707338	0.209601794484072	0.466308953989274	0.60263643706895	0.0105540393179565
chr19:6964075-6964310	0.440582024761605	0.476722964750492	-0.4788480497397679	0.303491469600661	-0.0245771771697452	0.958163240785891
chr19:7004387-7004804	-0.273916848272509	0.6250259015705071	-0.32578595301045	0.331963425778777	-0.7509251922773691	0.0234508064610904
chr19:7012944-7013181	-0.202430645850524	0.8191191458570501	0.182816687601636	0.6876847400744429	-1.20977583912716	0.0141748901130509
chr19:7102295-7102661	-0.146408502305226	0.8182181344159221	-0.913515145958962	0.007076853561914791	0.258693675492313	0.3926809785564141
chr19:7148846-7149461	0.425641570696814	0.26109453960047	0.552995497561564	0.0303818919518303	0.458293199439694	0.0673296710311867
chr19:7198381-7198703	0.197970936461855	0.715500972845145	0.33285733721853	0.248569552977575	-2.6611092769023	1.40567267169093e-6
chr19:7239553-7239840	-0.215013025998023	0.7464691567213411	-1.06622194330352	0.004944468882219471	-0.4484810305096569	0.188372920872037
chr19:7294816-7295211	0.229047388231726	0.59959815204543	-0.9387471237318532	9.57701373083413e-4	-1.28368787064598	5.72852784026969e-5
chr19:7402359-7402644	0.208527707771825	0.7858515956044542	0.849333308795395	0.0100515484498062	-0.0307770309365473	0.944355948597805
chr19:7405939-7406367	-0.129583870169993	0.694251125129751	0.0157470167098686	0.9439871493445698	-0.00408769528812236	0.983829708637587
chr19:7419277-7419646	-0.0161348616732749	0.981443113173847	-0.008904980960839809	0.97830878598796	0.677476881542999	0.00156658295579962
chr19:7445475-7445878	-0.148080434582842	0.8092385369967459	0.0516307280518472	0.885685509543779	0.343699856495693	0.1874449703816549
chr19:7633087-7633642	-0.132404655759826	0.748859857617067	-0.208720699241922	0.366068602837471	-0.0135722698901429	0.957392805691237
chr19:7716711-7717268	-0.317263194321899	0.158491180088073	-0.0196854724739664	0.926343216710994	0.13479555907865	0.3920033470775471
chr19:7744250-7744565	0.00798450287840543	0.99261670215169	0.5244116002117349	0.0425145193721739	-0.686902740652354	0.0218020308840476
chr19:7745419-7745837	-0.0282690496553257	0.921063406068758	-0.522538287196531	1.980740467264369e-5	0.503550338748767	2.86307053010823e-5
chr19:7746603-7746917	0.228577498206985	0.617506981743573	-0.120113527195545	0.700906481903857	-0.2130929029830461	0.42739883693745
chr19:7864522-7865055	-0.407682382786299	0.387610060219484	0.0427998749786908	0.9055457588331728	-0.490248207412442	0.0966547076294444
chr19:7917789-7918515	0.166938067216891	0.487965965369733	0.202542663200439	0.18868002395909	0.5383637018677789	8.59419045363143e-5
chr19:7933955-7934424	-0.0533470428999646	0.8679591490322649	0.189985106462764	0.2066888072256431	0.69557514019215	6.9325758691426e-7
chr19:7968356-7968794	0.5999055448600811	9.45901827708532e-4	0.494554833556145	0.00284261883784665	-1.05583566629428	1.77377250932257e-6
chr19:7990022-7990435	-0.06496152293720599	0.8219670915034659	0.19164836650181	0.17312488987035	0.539787724332519	2.16275249124717e-5
chr19:7994180-7994496	-0.30223465206257	0.4752232716345829	-0.469686300698463	0.0839244386625157	-1.8481277035072	9.172520678845959e-7
chr19:8008961-8009426	0.168269390943306	0.7298807962856341	0.235776797589593	0.37907358699291	0.5957488787995	0.00765988447457108
chr19:8035658-8036101	-0.0579086934897915	0.916535553590571	0.462385472159202	0.0238345977055967	0.0993037361864565	0.6581189408764611
chr19:8059053-8059323	0.452974872243597	0.5469231501749939	0.7837941816895491	0.0599121115836312	0.339679835051263	0.441041363147756
chr19:8067231-8067661	0.0392899766544562	0.905597889018112	-0.423296538429245	0.003084227950295211	0.36924516482157	0.00339157131501468
chr19:8082739-8083051	0.206042172439815	0.702901945092001	-2.46067465409826	1.60646565134532e-7	0.454400009976034	0.0761411915346256
chr19:8134279-8134632	0.115027444113089	0.816583245268721	0.0150516536717221	0.961075190749397	-0.6200017859891529	0.0116248573868794
chr19:8218946-8219215	0.1502945898434241	0.857175666873468	0.23299565150167	0.577212628937063	0.65362283666404	0.0488721194900378
chr19:8223357-8223717	-0.197819404838464	0.7276457257115211	-0.492021381073762	0.110057981091688	0.232490571778174	0.40074483308531
chr19:8317874-8318288	-0.188226161101172	0.4828217536280901	-0.359062581131912	0.032854538363549	0.369435657049573	0.0110019310735252
chr19:8333690-8334179	-0.0900826864639572	0.816583245268721	0.03874250001892399	0.86703431099373	-0.672096767545089	5.80836075690307e-4
chr19:8386094-8386378	0.6144370026152629	0.0284252692997438	-1.57470457591956	1.32859830858192e-6	0.5546110689926129	0.0165398510337216
chr19:8412646-8412970	0.169129870233507	0.8063071906315641	0.690740273090125	0.0214617841146142	0.591880468867928	0.0465357243609318
chr19:8418793-8419182	-0.450256253217733	0.110950948061811	-0.0878628518254578	0.716105561075834	0.177882552345509	0.363398614209615
chr19:8461582-8461904	0.0553814749719679	0.93749175680604	-1.06309397119881	6.45609811198129e-4	0.6127061673363922	0.00849934061066197
chr19:8477774-8478104	0.389633205471086	0.189579138058122	0.274616057830513	0.232032760897485	0.70780005355655	4.00353183472273e-4
chr19:8552202-8552686	0.293072936802106	0.334946167567259	-0.659639430044231	0.00389480723642595	-0.410331616174658	0.0530752025295421
chr19:8571001-8571398	0.29909027774674	0.251882920272673	0.240486045813663	0.21791597275830701	0.8241597079629691	5.72363375028703e-6
chr19:8576574-8576877	0.302365437211541	0.564638872184325	0.627154364116926	0.0282415102090744	0.416324235646755	0.148779968772181
chr19:8942765-8943071	0.9947218040129192	6.48371618073349e-4	0.977700103764194	1.47786654311937e-4	-0.8110054553904499	0.0151508115611075
chr19:9190498-9190877	-0.0577799029084834	0.905823943423522	-0.553436744316533	0.0098560425492524	-2.48847295011153	1.70352886430597e-10
chr19:9247124-9247517	0.0628509542538765	0.917694140911141	-0.0926079569975625	0.7570302872307959	0.236969260683719	0.318196310434581
chr19:9316179-9316563	-0.101144550149248	0.7903849421390999	0.168844880860762	0.380212244814456	-0.744531239146752	2.06500579047521e-4
chr19:9422772-9423201	-0.165633820605499	0.807422317855605	0.370321892771354	0.231587040729184	-0.9800867622858608	0.00647604759683431
chr19:9542133-9542539	-0.11089681675043	0.772500373449596	-0.28415418099998	0.153119718170769	-0.820468231679014	9.77949839171077e-5
chr19:9546115-9546527	0.175919904780218	0.688738718746848	0.262526582403688	0.275679392753015	-2.21393792409914	5.29742576973141e-8
chr19:9599882-9600123	0.220147412957977	0.8300272833112141	0.18040923931778	0.748145527860768	1.08935488248011	0.00625558993517144
chr19:9697380-9697756	0.125755060936515	0.814539957103446	-0.0175909638365755	0.957378740842568	0.61891262182704	0.00511861032339263
chr19:9736466-9736868	0.559537636011007	0.0923907281480669	-0.0990568033362467	0.7710983673332791	0.5117031564120621	0.0375089616338117
chr19:9906867-9907225	0.135573795225301	0.805908258543953	0.0337660392574948	0.920384227402284	0.481046154462998	0.0382884614278326
chr19:9945824-9946133	0.9781158784962242	3.42132192744969e-5	-1.91159016983308	1.38364431530232e-7	1.18165201932508	1.31322280672754e-6
chr19:9957788-9958087	0.621382032116228	0.126483255241203	0.762737387015198	0.00978368008420688	0.5849269395461889	0.0510367769327423
chr19:9958767-9959094	0.345792874226036	0.451451603191775	0.640340229457346	0.0168322681972935	0.0626766213857887	0.8461313437908441
chr19:10041313-10041901	-0.4007317101494279	0.110224470324345	0.0997243024329879	0.6334543492098149	-0.0870846106765819	0.650605223114253
chr19:10044724-10045154	-0.0709584102755309	0.823305392732757	-0.471431585007068	0.00239796942694611	-0.769111222485018	3.985331220437359e-6
chr19:10110894-10111282	0.114045412968876	0.8015944007546421	-0.09970073190779598	0.704692209388576	-0.183548355794753	0.410858996757633
chr19:10112622-10112878	0.517369670320622	0.29559375016923	0.216704463778043	0.583903769813556	0.89067384738362	0.00345297329582558
chr19:10138363-10138791	-0.004106900449597771	0.9930768619808392	-0.7293014090890491	5.166181757911731e-6	0.528237230187154	1.48940297539202e-4
chr19:10184943-10185252	-0.290178347679907	0.624787371783218	-0.360241845448085	0.306796432674377	0.0392443993752251	0.9116615325593922
chr19:10209683-10209978	-0.364138831685796	0.421662560443353	-0.6105507940723249	0.0401382319041043	-0.314462079160667	0.257625983536645
chr19:10223690-10224065	-0.00291806965382584	0.996114787885218	-1.95123021533582	6.32151267934791e-17	0.0914475546963463	0.581672624621261
chr19:10230456-10230882	-0.317209523921007	0.0583009272687867	-0.139330981308406	0.338464743483703	0.193304787069994	0.106727685189936
chr19:10339573-10339869	-0.52326053680308	0.289904336428178	-0.12361136531894901	0.7427709930254219	-2.08745428161264	2.34304819861599e-5
chr19:10360774-10361177	-0.145165485204339	0.642032273556096	-0.866872132057199	2.86538771544784e-6	0.274825011163316	0.0804948246237408
chr19:10369679-10370080	0.180504218224932	0.6390082320627389	0.250107273203581	0.259586479084722	-0.285445542474881	0.195221868090746
chr19:10380099-10380483	0.0419318427685259	0.9070374944284872	-0.930783894176076	9.49645845685715e-9	0.0852902183140792	0.573655716389335
chr19:10381632-10381873	0.196301485811462	0.7589449550090259	-0.26143906609061	0.479550597877701	-0.5116435964128601	0.126250801378927
chr19:10499567-10499964	0.134856899120245	0.7585554473918441	-0.0138677182043757	0.962326359676715	0.649924299487724	0.00113866166432673
chr19:10500573-10500792	0.134236370906224	0.861483367038646	-0.456438345483076	0.246329959827809	-0.128872418267295	0.7287694660271691
chr19:10501377-10501780	-0.081389561153218	0.850612173368022	-0.1159837543068	0.608988471778251	0.456181030902519	0.00807817435370775
chr19:10514745-10515149	0.0300745905841588	0.93779020047843	-0.2849882470481631	0.0707995482577898	0.4841513626824771	4.03042686081063e-4
chr19:10527149-10527905	0.112259421688485	0.5742869685662171	0.231423457752558	0.0497947118493201	0.0431430440430005	0.7298440852357321
chr19:10531634-10532015	0.0216784236383562	0.965386991793278	0.233904382747988	0.212053065519876	0.0838673734339313	0.670718918382302
chr19:10534953-10535403	-0.296571026380165	0.117146279180458	-0.00245172985531514	0.989683245370567	-0.21210816106344	0.117913709991096
chr19:10547155-10547439	-0.38646574762718	0.455420600132781	-0.185843505282577	0.5990061088466929	-0.5795086147853841	0.0634363162597652
chr19:10582522-10582928	0.23185012187387	0.786319540464418	0.777175750245491	0.0391658997353255	0.6488076434029361	0.0753520217393014
chr19:10589554-10589974	-0.0915897111505958	0.8956433047811009	-0.7261677464458349	0.0226226736220468	0.778321125714601	0.00197069361131604
chr19:10594264-10594580	0.129092159539595	0.8592703380040791	-0.179378856839354	0.6423173963027591	0.385923699245557	0.193503228860389
chr19:10602739-10603087	0.124070353583314	0.8301212361287551	-0.66773467266694	0.0248693702351395	0.7738597324861608	0.00105478912054678
chr19:10616265-10616616	-0.452707604260748	0.194531746938734	0.3549197336888	0.126247301706795	-2.41752337736403	1.47310087936658e-7
chr19:10620871-10621308	-0.228925283570747	0.5723304426355501	0.400611973828	0.0618543323436276	-1.8085118267117	5.022498974197449e-7
chr19:10652116-10652461	0.032793572267961	0.961265488927394	-0.0146762792900933	0.963573164065974	0.402846373594219	0.0632031604943422
chr19:10675888-10676208	0.484105316492778	0.189579138058122	0.6551618835212399	0.00992726866810787	-0.008917524934362991	0.979062621298763
chr19:10676458-10676759	0.0172674892644178	0.978700528276504	0.128098189338482	0.612226765159438	-2.93986229331953	2.35713193944629e-9
chr19:10683007-10683489	-0.155065718760112	0.6033049623633161	0.0874812568990925	0.649580161075479	0.121385756838478	0.457679427174369
chr19:10691635-10692089	-0.00893377499011481	0.983896166074532	-0.5184097884773471	0.00105881869493512	-3.45053547586733	1.09883221608149e-14
chr19:10755427-10755805	0.08521502421815699	0.8133021781350909	-1.79331871235111	1.81326672660241e-14	0.314316662808912	0.0426758164862712
chr19:10810455-10810786	0.266356801620184	0.640542732344926	0.370603467233098	0.263551591052012	0.4542882385583629	0.114922808652424
chr19:10812705-10812921	0.619159475894092	0.216617244369617	-0.388131163870928	0.39519669328854	0.936428176083724	0.0042161217367673
chr19:10827990-10828327	0.151585107231599	0.7377861960329319	0.0850557249678432	0.768203713937479	0.486392115341168	0.034185129152563
chr19:10966844-10967192	0.121369004271187	0.8617757728850849	0.6493146990219439	0.0215655746282726	-1.20352094827553	0.00143708930465785
chr19:10968932-10969368	-0.053714485114451	0.9188015405788912	0.309428190135997	0.128057386120398	0.260229883826507	0.175821881634873
chr19:10971856-10972137	-0.4178544986359771	0.42451397989823503	-0.363158996138349	0.297715305854626	-1.50441605897615	2.47951405783678e-4
chr19:10975073-10975687	-0.0798372849044297	0.8284207774172379	0.025944129442633	0.9055457588331728	0.366596740440463	0.0164596820437611
chr19:10981914-10982350	-0.0665340265285814	0.81365613319124	0.16786654525917	0.250336733141502	0.70022658238068	9.4287910928466e-7
chr19:10983010-10983249	0.0388581321906594	0.965897942186478	0.430395732867519	0.173506645234716	-0.975613697320583	0.00896241277880918
chr19:11047314-11047683	-0.0457840858773503	0.949753589083286	-0.223584358224804	0.456698085707541	-0.176890969387662	0.5270082514558271
chr19:11052693-11053063	0.141384818449424	0.79484891737903	0.0234666921821379	0.9447463009567608	0.411332375669272	0.0837823895610956
chr19:11094954-11095260	-0.316966272071195	0.591771488719287	0.415152979170646	0.183967655511718	-0.805878689721771	0.0268328962663711
chr19:11131756-11132024	0.121631978442838	0.8488937299267091	-0.191196456785351	0.575649026753818	0.6643457260315501	0.00777144466765375
chr19:11146566-11146970	-0.052287110147708	0.8916828651447091	-0.36588570921625	0.0320290701990963	0.614224012058467	5.70558783739573e-5
chr19:11236641-11237090	-0.126544126281511	0.8032929028413941	0.0791707650358492	0.780669429691277	0.279943190747011	0.195723476452726
chr19:11241635-11242011	-0.0124819909801783	0.9822312101180292	-0.909877159210438	3.21760961595501e-5	-0.577376044213413	0.00473504019457501
chr19:11248363-11248702	-0.207585942320177	0.571201718810821	0.0782469800109718	0.747330935666922	-2.39515785459512	5.06289831990908e-10
chr19:11308547-11308766	0.429457575751267	0.351204175266031	-0.0727568352361143	0.85811947839855	-0.292232201230422	0.382155741380543
chr19:11314499-11314868	0.0177389398584446	0.97821471478627	-0.7165536332592459	0.00351103758146776	0.8134291998509801	5.18835676444919e-5
chr19:11353876-11354336	-0.0138087179958226	0.97919150148809	0.8474608575281859	3.39896144878115e-7	0.8171012706962522	6.09879517811053e-6
chr19:11365466-11365702	0.39299788248918	0.566312502597356	0.420791689493511	0.31499284235553	0.61676583078814	0.0901780245818059
chr19:11397414-11397655	0.524674932652384	0.4079200771152801	-0.689169293090548	0.1815287034387089	-0.215043367790361	0.6556839526825611
chr19:11404411-11404830	-0.207290097491566	0.1845880440285249	-0.58652885958342	6.65448011832878e-7	-0.662414150265562	2.39376377626197e-7
chr19:11488924-11489300	-0.05868934298687099	0.92008855998968	0.199855167843968	0.414814392821771	-0.357030264187761	0.121392253071712
chr19:11491539-11491977	0.316888511824572	0.241694479242654	-0.267410558340065	0.220406114227651	0.717817714805645	6.043017616968361e-5
chr19:11545732-11546134	0.35576543811788103	0.103365585781793	0.3564785188211189	0.0357032696447887	-0.591041839262069	0.00135596067198567
chr19:11557568-11557917	0.00784317527346824	0.9899171920849472	-0.141555932695482	0.56036042438929	0.378770570204898	0.0415318031601327
chr19:11564680-11565002	0.566909906307109	0.27507131633755	1.44040089748511	3.70831910030165e-6	0.408722402932348	0.269305731096642
chr19:11593385-11593791	0.102648338260381	0.7066107338178159	-0.240903793466337	0.123411462409764	0.619876136211871	8.256142431748421e-6
chr19:11607136-11607503	0.349704335917985	0.303592869553451	0.436882131935025	0.0567158592328344	0.381084687945208	0.0824266204611914
chr19:11646835-11647261	0.407727549196177	0.125347848424754	0.5986492078831321	0.00180279918903412	0.941019190330572	5.6433962962936e-6
chr19:11662799-11663125	0.126473023342668	0.8092385369967459	-1.49272702789665	1.88471634474827e-6	0.0353680183977002	0.9003969573220509
chr19:11669722-11669947	0.312518818256963	0.634335844580817	0.295075409386495	0.458588194309904	-0.27198883412263	0.502214169782331
chr19:11671379-11671709	0.242286609400272	0.6297988511939661	-0.7046939000270942	0.025368686734726	0.155134539691044	0.5999658358261241
chr19:11698455-11698892	-0.455596958119444	0.0310916905756619	-1.1308193610478	3.76891621766753e-9	-3.1190988025124	2.2142982319372e-13
chr19:11708456-11708715	0.7572706944063091	0.0798180125214221	1.27210182912055	3.16476188339563e-5	0.6473062599915129	0.0486186029463838
